individualnumber,gender,citycode,dateofbirth
100874269,E,,1988
100343936,E,38,1976
94576587,K,39,1984
42823081,K,35,1949
93427522,E,16,1979
99668943,E,22,1964
97684216,E,41,1977
93463351,K,1,1975
98811951,E,34,1972
97181453,K,44,1987
101121827,K,,1981
93100007,E,,1990
92940053,E,6,1966
101478992,E,7,1983
88725672,E,34,1989
98193362,K,,1983
3000304,E,,1956
101593207,K,35,1984
95236042,E,,1983
8181242,E,6,1964
93418529,E,38,1979
101505420,E,,1999
98038750,E,6,1995
99450341,E,32,1989
91126843,K,6,1980
102041993,E,,1981
99193321,E,48,1975
92649957,E,34,1992
94883241,E,35,1963
12808784,E,10,1970
97734258,K,35,1993
94206963,K,,1998
98462107,E,38,2000
95091769,E,,1985
98734013,E,,1987
95417469,K,35,1962
102024272,K,7,1972
93239529,E,34,1969
97223297,E,10,1954
94047661,E,34,1967
17404861,K,59,1964
100310412,K,81,1983
95113425,K,26,1975
93238978,E,42,1978
95250806,K,,1999
96168198,K,16,1975
100269893,E,61,1993
98470774,E,,1995
23766390,E,3,1947
96707728,E,34,1964
92889603,E,48,1965
93614455,K,48,1999
98139221,E,28,1959
97188692,E,63,1997
97422771,E,35,1998
93950473,E,39,1998
98943948,E,7,1983
101309963,E,47,1991
95168096,E,39,1975
46067723,E,35,1955
41171905,K,34,1969
92328825,E,34,1958
98567146,K,27,1981
101226132,E,22,1947
18109708,E,15,1959
98045133,K,54,1984
42976347,K,34,1980
99387697,K,44,1990
95325705,K,48,1984
95744576,K,20,1990
17622300,K,,1987
94976677,E,,1992
93376807,E,,1982
99835606,E,31,1988
101663967,E,16,1971
97913054,K,34,2000
93882731,E,,1976
91457355,E,,1978
95967582,E,34,1946
20515018,E,45,1984
21797426,E,,1974
100264387,K,34,2002
97687560,E,76,1990
96241976,E,16,1962
94815234,E,48,1993
97863563,E,,1985
93081022,E,35,1988
98972191,E,6,1981
94466654,E,16,2048
100063302,E,7,1975
102253131,E,54,1967
97656524,E,33,1961
81797716,E,3,1974
81680687,E,35,1982
21790248,E,35,1968
88452216,E,34,1971
90491593,K,,1981
89309391,E,,1989
96608929,K,43,1956
97785503,E,79,1982
100532867,E,75,1995
92131961,K,,1997
96771636,K,47,1998
100913095,K,51,1961
93193300,E,7,1963
97411576,K,19,1986
100846373,E,34,1940
96620593,K,41,1993
94439431,E,80,1991
93796473,E,31,1957
99679200,E,20,1980
99824390,E,16,1979
91799960,E,9,1991
1451149,E,42,1962
96939645,K,34,1962
94300317,E,31,1977
92792211,K,,1999
91460312,E,,1993
92891826,E,10,1976
96764254,E,42,1964
98112059,E,1,1994
99586294,K,45,1998
98697675,K,,1999
99479522,E,45,1985
93588639,K,17,1955
68414877,K,7,1985
94914828,K,6,1976
95292507,E,67,1960
99617004,E,59,2000
92114118,K,6,1960
94098763,E,,1975
92453236,E,39,1987
100120257,E,35,1970
100397587,K,,1991
95827143,E,7,1958
94833464,E,1,1972
96945620,E,1,1973
89118706,E,35,1980
97645451,E,34,1994
93583194,K,,1979
97068094,E,34,1983
102138426,K,27,1992
93180698,K,,1988
92865663,K,,1980
100980633,E,60,1997
99780323,K,10,1992
51463286,K,6,1955
91077535,E,39,1976
98670961,K,41,1982
91370832,K,7,1991
95949331,E,34,1969
95278355,K,34,1999
94212326,K,45,1959
74940255,E,35,1975
90389450,E,,1993
96638558,E,55,1974
93662396,K,,1991
94044378,E,3,1955
98849370,E,15,1977
97103576,K,,1982
94779140,E,34,1955
5191336,K,34,1981
99146297,E,50,1993
99455031,E,7,1963
22066783,K,,1984
99276214,E,34,1994
98104759,K,34,1987
98092605,E,6,2000
93142320,K,,1987
99875370,K,55,1985
96601669,K,,1963
100432926,K,21,1988
98133246,E,,1968
101789194,K,9,1995
100407171,E,52,1991
100906855,K,77,1948
99099477,E,27,1991
80719268,E,34,1970
96222848,K,35,1984
97376746,K,35,1988
92875329,K,,1988
95548324,K,54,1980
96721390,K,,1990
101642902,E,45,1995
94547549,E,,1954
102101680,E,,1974
54307268,E,41,1989
21279226,K,7,1954
97100476,K,,1979
93856915,E,27,1990
101951697,K,6,1996
85163038,K,4,1975
93044806,E,34,1980
99598223,K,34,1992
94960241,K,35,1975
93840071,E,35,1958
98975331,K,10,1967
97288612,E,33,1990
95199336,E,,1966
101091769,K,55,1990
95710766,E,68,1987
100065443,K,68,1999
94643982,K,6,1986
101333964,E,48,1979
18411651,K,59,1960
88200967,K,,1980
101580197,E,13,1996
93443203,E,23,1965
91618533,K,,1983
99905081,K,10,1996
6063193,K,34,1975
96720656,E,35,1993
98853265,K,23,1997
96920925,E,10,1985
93391571,E,48,1989
101362941,K,48,1975
96657135,E,15,1956
94340428,E,,1987
94111712,K,34,1975
85017480,K,,1976
96044704,E,35,1991
99890786,E,34,1973
96563638,E,6,1975
101437392,K,34,1993
96656340,E,42,1985
99412636,E,35,1986
5488385,K,1,1986
92971558,E,,1970
20536430,,,
95553605,K,77,1993
97817538,E,35,1996
102263184,K,,1995
96477584,E,34,1973
96655993,K,34,1996
98503482,E,31,1966
16885988,E,38,1973
63488267,E,60,1986
1720710,E,34,1960
96206351,K,,1978
100370364,E,36,1991
100891357,K,34,1987
43210670,K,,1987
99650549,E,7,1989
83671959,E,69,1945
102223134,E,35,1990
95684338,K,42,1997
93028166,E,6,1947
93584988,E,34,1974
17629947,E,16,1982
98613150,K,32,1979
100551036,E,17,1987
97265406,E,34,1998
99038913,K,35,1982
91970049,K,35,1972
93744290,K,,1987
97830548,K,16,1974
97578239,K,48,2000
100159001,E,34,1959
101664762,K,34,1958
95080900,K,2,1985
101637192,E,15,1997
93513902,E,1,1920
96638150,E,55,1957
100832404,E,59,1975
99941623,E,6,1981
95729465,E,22,1961
96056715,K,45,1957
58669306,E,34,1955
97337512,K,39,2000
94788051,K,35,1964
101127598,E,16,1974
90959955,K,34,1984
100730322,K,34,1974
94001167,K,,1988
92876940,E,,1977
95950330,E,35,1965
94659215,K,,1953
97596265,K,44,1976
100358679,E,5,1958
95420466,K,,1970
89130635,K,72,1994
97866764,E,22,1986
95209675,E,,1968
97065545,E,21,1963
23496808,E,59,1973
101759931,E,34,1990
95495386,E,34,1977
23589163,E,20,1977
94260736,E,,1987
100179658,K,1,1998
25309549,K,34,1983
95976228,K,16,1992
44203268,E,50,1965
99294730,K,34,2000
92930387,E,26,1944
99810442,K,31,1991
99852490,E,18,1990
99915868,E,68,1979
93546692,K,17,1991
100491675,E,41,1994
98562700,K,27,1984
99897291,E,,1991
56109201,E,11,1980
95129718,K,35,1983
98684379,K,43,1985
89196501,K,71,1988
101393386,E,34,1974
101638069,K,,1986
101746044,E,35,1978
100533866,E,7,1963
97534498,E,34,1998
101309351,E,9,1965
95897209,K,34,1986
95990910,E,48,1959
98126333,E,3,1972
93681238,K,,1997
100606849,K,,1990
52404639,E,10,1978
101472466,E,81,1998
99416184,E,38,1969
98888196,E,,1972
93883791,E,17,1992
96070051,E,9,1977
93343466,E,56,1983
100074640,E,7,2001
99557908,K,,2002
99241609,K,26,1987
98131370,K,6,1980
96911463,E,16,1950
99722573,E,,2001
101093237,K,27,1986
84773531,K,35,1971
95974148,K,34,1983
95746900,K,,1994
98161876,K,34,1964
97648448,K,22,1991
100661295,K,34,1996
101210552,E,10,1976
93931488,K,40,1992
100226621,K,35,1997
97975433,E,60,1959
97060630,E,34,1980
97402032,K,5,1976
75747531,K,,1976
76890091,K,,1978
100301928,E,43,1989
7619301,K,45,1982
82790762,K,,1986
95919273,E,25,1954
96092788,E,9,1957
94593614,E,28,1958
96962117,K,7,1982
101130595,K,,1994
89438839,K,,1988
102102862,E,34,1956
95938462,K,,1976
99841091,E,,1986
23641876,K,6,1975
102070419,K,,2000
101761073,E,40,2002
96131084,E,35,1977
91587333,E,80,1976
20769815,K,35,1959
100839439,K,34,1981
96654443,K,7,1964
20777136,E,,1979
94550954,E,9,1981
92936953,K,,1971
99286063,E,34,1980
100425279,K,38,1977
97877225,K,7,2001
100873575,E,6,1983
99657502,E,35,1994
95650793,K,10,1974
94650548,K,59,1987
101217057,K,64,1980
99176681,K,34,1988
5823057,K,,1954
23041864,K,35,1954
20717428,E,3,1968
99961138,E,34,1984
92778732,E,35,1985
99119318,K,35,2000
94815947,E,35,1977
95659704,K,67,1956
99848860,K,65,1995
94912401,K,20,1979
95536292,K,41,1999
4864820,E,34,1947
84794188,K,49,1993
96457804,E,,1954
94816355,E,6,1972
93303885,K,,1998
1332162,E,34,1961
98663436,E,41,1981
21150981,K,,1975
90763091,E,31,1983
95824165,E,4,1989
100873453,K,32,1958
100715354,K,48,1992
96961158,K,34,1985
97818068,K,9,1967
93292282,E,3,1988
95187386,K,7,1958
82550260,E,61,1974
94903490,K,32,1982
100638823,K,6,1989
100610050,K,7,1980
88007855,E,3,1982
89990828,K,48,1964
97176660,E,63,1981
92789458,K,7,1986
96361758,K,34,1969
88759135,E,35,1976
98807770,E,37,2000
95647102,E,45,1991
99047824,E,7,1985
94059243,K,,1978
100473302,K,54,2001
97824838,E,6,1962
93909546,K,,1981
95379091,E,34,1965
49918291,E,9,1967
98235450,E,,1985
6750523,E,6,1972
94913869,E,,1977
97542063,E,9,1989
98601200,E,1,1974
99826470,E,33,1950
100980755,E,67,1995
99524302,E,6,1988
94993418,K,6,1976
98910729,K,,1978
45137035,K,48,1974
98283473,K,34,1953
96533376,K,1,1971
96185408,K,7,1982
98756403,K,48,1996
97479419,E,16,1972
89654993,K,,1980
95708400,E,7,1968
88159632,E,7,1965
98032489,E,,1996
92657930,K,7,1978
97460312,E,59,1973
93916520,E,34,1952
101138589,E,,1984
101519000,K,6,1948
95614026,E,32,1979
102006755,E,60,1992
94225927,E,35,1995
90471853,K,35,1995
101198133,E,46,1958
13781030,E,54,1981
95547834,E,17,1977
96330884,K,39,1972
95640740,E,35,1969
96253762,E,41,1952
101492307,E,33,1972
65997739,E,,1980
24299190,K,6,1973
93615576,E,34,1981
102049415,K,78,1955
97277417,E,,1977
75499218,E,45,1985
99312817,E,35,2000
99013484,K,,1986
95642208,E,,1945
94403133,K,34,1952
89313734,E,6,1996
9057320,E,,1966
18837271,E,,1969
96255577,E,,1975
100821657,K,35,1996
84709806,E,48,1984
97975555,K,35,1972
98176966,E,,1994
94493326,E,,1979
94637008,K,34,1965
98665781,E,35,2000
101676691,E,34,1973
94076678,E,59,1972
97962606,K,60,1996
94364816,K,6,1979
100202395,E,48,1994
94187896,E,35,1990
98015258,E,21,1977
96817232,E,20,1987
100099966,E,7,1961
94964910,K,47,1965
99930632,K,59,1979
98222032,E,,1988
95880100,E,65,1959
6614427,E,10,1979
84003878,E,6,1986
97928001,K,10,1969
97635825,K,6,1990
99865418,E,16,1984
91579951,K,34,1989
91910402,E,9,1996
89086894,K,67,1989
98173683,E,52,1994
94215649,E,81,1959
100449892,E,34,1964
38415996,K,45,1964
101503706,K,,1980
93226885,K,34,1955
94383393,E,35,1983
97094358,E,69,1970
101508804,E,20,2000
91840050,E,45,1984
98809646,E,17,1971
95985465,K,31,1997
95314815,E,,1987
99528319,K,54,1979
96965848,E,77,1997
100732585,K,44,1995
100467531,E,31,1998
94754771,K,,1953
84290079,E,16,1986
94897168,E,16,1955
96460679,E,,1985
96088016,E,60,1968
43961786,E,,1965
98485822,K,,1988
94972822,K,34,1993
96878938,K,31,1995
93057591,K,46,1995
96604952,E,10,1955
95104615,K,,1945
92150660,E,,1985
98154433,E,35,1961
89139077,E,6,1970
100554788,K,10,1979
101017318,K,34,1993
95890174,E,35,1985
95174519,K,42,1997
99049557,K,38,1966
98625670,E,22,1995
95243790,E,33,1952
97901043,E,33,1967
94131349,E,7,1984
21136278,E,,1987
100036853,K,34,2000
101198663,K,7,1985
62115910,E,4,1979
96212835,E,34,1999
98455989,E,34,1986
95197908,K,34,1985
98785584,E,34,1974
99918152,K,16,2000
96362471,E,75,1989
95444059,E,41,1975
96799776,E,34,1979
92493734,K,34,1995
99798288,K,73,1997
97881038,K,34,2001
99880998,K,35,1986
98623264,E,,2000
98072682,E,,2001
101808688,K,42,2002
95273705,K,,1976
99229108,K,27,1995
94968805,K,6,1978
88438777,E,,1989
69047618,E,64,1960
100824145,E,,1981
22280388,E,34,1954
93827652,E,48,1948
98375359,E,7,2000
89359473,E,,1961
96773491,K,34,1961
93431110,K,,1980
88508803,E,,1977
88599547,K,38,1959
101746635,E,21,1993
96294281,E,63,1983
12049979,E,,1980
101227640,E,34,1994
100347606,E,35,1998
102098029,K,,1996
96910994,E,38,1974
94681197,E,35,1957
96946068,K,34,1998
100584621,E,31,1964
93562781,E,38,1996
95536496,K,21,1969
94188365,E,42,1975
95688416,E,23,1976
95663517,E,10,1954
95659174,E,35,1994
89549281,K,,2001
91748286,E,39,1990
101849798,K,78,1978
98075475,K,,1997
102091585,E,16,1964
101316121,K,33,1991
96766109,E,1,1971
82192422,E,41,1953
23697199,K,20,1980
91150007,K,34,1994
91654585,E,35,1981
94504990,E,6,1982
93634153,K,,1952
99114281,E,,1976
102249072,K,78,1997
42976652,K,,1987
99901920,E,35,1955
98731321,K,21,1996
89105532,K,16,1974
22086685,K,,1972
93079003,E,34,1981
98014320,E,23,1997
97137344,E,43,1988
95901552,E,3,1957
100344384,K,,1989
89317099,E,35,1967
95443060,E,54,1998
100317609,K,28,1992
95190139,K,17,1978
92881323,E,63,1981
98813745,K,34,2002
813207,E,,1967
100084937,E,25,1972
93771839,E,,1990
96160917,E,35,1987
101825042,E,33,2002
51691104,K,16,1971
96113363,K,18,1970
4434529,K,34,1967
98087078,K,72,1998
96913461,E,65,1976
21289748,K,34,1968
79601300,K,35,1988
95598793,E,7,1976
100780608,E,34,1979
93729709,K,77,1972
96658052,K,51,1997
99923963,K,6,1995
97532866,K,6,1998
94181839,E,,1955
94629340,E,7,1974
88217851,K,,1971
96364612,K,16,1968
96631828,E,48,1995
93108367,E,,1982
76421321,E,34,1991
93280006,E,38,1937
98594491,K,34,1974
92980387,K,74,1976
101302417,K,,1988
100512250,K,,1997
93177047,K,,1970
93157267,E,,1986
97611069,E,65,1982
100517695,K,80,1965
102087690,K,34,1986
96578177,K,,1982
95890418,E,35,1988
100595898,E,,1995
93461698,E,48,1987
20234363,K,,1979
101024271,K,33,2001
95801346,K,,1989
94909770,K,,1977
93814499,K,,1979
93421322,E,,1982
13158117,E,9,1974
44256898,K,,1972
97936647,K,,1987
97897005,K,34,1973
95039014,E,39,2000
101360901,K,13,1986
96941031,E,13,1988
98829691,E,1,1952
93749632,E,60,1983
99208512,E,7,1990
101946904,E,34,1961
101896536,E,36,1981
101258554,K,33,1992
92136161,E,33,1950
95653199,K,33,1977
97729852,K,35,1988
48876242,E,34,1954
101528788,K,59,1985
100107939,E,26,1971
93524403,E,35,1960
12798424,K,34,1967
94349257,K,,1992
92853753,E,54,1973
100121826,K,41,1986
100534926,E,,1976
80180003,K,59,1972
102120358,K,,1966
100239202,E,28,1988
94079349,K,34,1978
93424483,K,35,1983
88055123,K,34,1969
89543918,E,7,1953
96110019,K,9,1980
95705239,E,6,1986
101865010,K,,1993
102051270,K,7,1967
100964910,E,,1995
101155799,K,,1997
95093807,K,10,1981
94481845,K,55,1984
95963054,E,,1986
101995335,K,31,2000
93493489,E,,1987
96501177,E,,1999
21709271,E,34,1968
101131247,K,38,1980
99746778,E,,1966
21432328,K,,1961
98537862,E,33,1978
12844754,K,,1989
20438935,K,20,1984
99674203,K,34,1998
98200702,K,34,1991
100861217,K,48,1989
96653158,K,,1996
66024554,E,35,1977
100100292,K,6,1989
101051433,K,,1993
101547161,E,,2003
21685249,K,35,1971
93901409,E,,1983
101026759,K,7,1994
97710480,K,48,1989
101949922,K,17,1969
95978083,E,7,1982
94657236,E,35,1969
100833851,K,61,1986
99315427,E,,1984
89585089,K,26,1962
99631747,E,16,1990
95093685,K,,2000
97330843,K,,1981
94912054,K,33,1990
85450604,K,26,1997
100941786,K,20,1993
18606067,K,,1962
99716516,E,34,1984
88154656,E,9,1961
98454153,E,,1959
95412533,E,6,1983
99444610,E,59,1986
96656910,E,48,1957
101315162,K,34,1964
83562535,K,10,1992
100385963,K,,1966
82172213,E,1,1982
94318465,E,34,1966
100090096,E,35,1973
96787113,E,,1982
98925472,K,,1998
95454112,E,,1963
23531392,E,7,1987
4458938,E,34,1959
95033508,E,17,1959
96363817,K,51,1964
97356150,K,,1996
99005021,E,10,1966
93960362,K,48,1968
92823308,E,5,1975
85059038,K,,1981
101128107,E,,2000
97763315,K,70,1995
99034324,E,26,1994
91523261,E,45,1990
95655136,E,,1991
101327234,E,33,1997
100485292,K,31,1995
95446547,E,34,1993
96508946,E,6,1963
95619307,K,55,1995
94632358,E,34,1983
93732054,K,,1984
96327397,K,23,1989
98180167,E,26,1939
95877877,K,34,1989
99909403,K,16,1968
93002859,E,,1979
19950711,E,23,1981
78677382,K,52,1972
67678483,K,34,1978
91404131,K,18,1954
97783034,K,,1997
96409291,K,59,1983
102247318,E,35,1965
88885931,E,80,1978
94329925,K,6,1978
99397178,E,35,1954
98758523,K,1,2000
92581439,E,,1989
97915174,K,38,1969
83586557,E,35,1962
99870516,E,34,1995
101412676,E,42,1965
97449973,E,,1995
98025841,E,33,1994
97964930,E,34,1998
91721919,E,,1975
98016787,E,75,1981
99901287,E,63,1992
99411269,K,7,1984
100627546,E,,1956
98783809,K,26,1967
96992194,K,6,1982
98981672,K,35,1995
97154514,K,46,1949
94972536,K,20,1980
98778242,K,34,1966
97472628,K,22,1988
89221154,E,46,1956
101842620,E,61,1992
96989584,E,9,1960
101223541,E,31,1982
100292119,K,45,1999
97501279,E,38,1945
94067746,K,34,1992
94623100,E,1,1991
101314163,K,6,1981
98384331,E,34,1978
93123844,E,34,1990
97092400,K,67,1998
87981202,E,21,1962
102059386,K,,1994
101481825,E,,1996
99810421,K,34,1997
91741699,K,,1995
90757972,K,34,1992
95297706,K,34,1981
94820290,E,58,1982
95561088,E,,1990
100295463,K,80,1991
95640576,K,34,1945
94072232,K,26,1966
96712641,E,,1987
98634846,E,41,2001
95878203,E,35,1997
101129697,K,28,1970
92933037,E,26,1993
101065871,E,,1995
55755563,E,,1961
98583071,E,31,1986
93928632,E,34,1988
96257758,E,,1992
101595653,E,35,1984
95331251,K,55,1998
98145419,K,,1992
98257779,E,68,1982
94928408,K,7,1991
91818026,E,,1986
98736520,E,16,1977
98633643,K,34,1959
93008344,E,5,1988
99035466,E,34,1971
93468325,E,,1972
10613020,K,28,1977
101788744,E,35,1962
101856221,K,16,1994
98519285,K,34,1950
93582479,E,7,1971
100197337,K,42,1980
95894517,E,34,1971
101969498,K,41,1980
99280883,E,34,1967
99398585,K,9,1989
102006408,E,42,1986
102164160,E,7,1975
101533804,E,6,2002
95125455,E,,1975
97930937,K,72,1997
99904652,E,27,1987
97999413,K,70,1992
98308473,K,,1990
97072742,K,39,1954
93383209,E,38,1983
99835625,E,61,1989
95876939,K,35,1978
95005877,K,19,1987
100564820,E,,1954
97881894,E,39,1966
94188466,E,1,1973
89431762,E,1,1976
100070846,K,35,1993
95974983,E,,1983
101617656,E,17,1964
94124680,K,34,1990
100690108,E,,1988
68578970,E,35,1992
101936096,K,55,2001
96359840,E,9,1964
89981692,K,35,1971
7276553,E,34,1977
98684133,E,32,1969
95997720,K,39,2000
99667269,K,34,1992
98879651,K,5,1971
93810583,E,61,1988
101886544,K,16,1994
91376765,E,34,1992
97256249,K,35,1989
101753935,E,7,1965
101147418,E,,1994
100250662,E,35,1958
97991562,K,,1991
94727792,K,,2000
93265629,E,54,1995
93478847,E,48,1949
95231962,K,,1986
101556806,K,10,1965
101843150,E,,1967
100300092,K,,1977
94387675,K,,1966
102062608,K,6,1994
3691630,K,55,1949
100828549,K,,1965
93230902,E,7,2000
93455458,E,,1977
95228761,E,,1981
96010730,K,,1978
101607847,E,,1983
101577402,K,,1982
94677281,E,35,1996
93567919,K,54,1970
42125553,K,11,1970
92780444,E,59,1982
99649426,K,34,1971
100843048,E,41,1990
90180289,E,35,1987
98671735,K,63,1993
95385228,K,32,1973
94546773,K,7,1993
94761337,E,63,1993
100765905,E,54,1977
21696587,E,59,1970
100772940,K,,1982
93464226,E,,1982
93583009,K,55,1955
99284961,K,,1996
93109162,E,4,1973
88720267,K,59,1983
93974718,K,9,1968
97655992,E,6,1968
24767306,E,72,1976
99643329,E,43,1950
97845821,K,34,1982
100405457,E,26,1947
100533702,K,34,1988
97640902,E,,1980
98173784,K,72,1982
98774225,K,42,1998
95770880,K,,1993
96201966,E,10,1939
95806709,K,34,1993
98207676,E,7,2000
98221012,E,,1977
94468835,K,39,2000
97003124,K,26,1954
95342099,E,22,1987
97034446,E,9,1959
93942662,K,,1979
96855303,E,21,1994
93152413,K,20,1976
101470426,E,59,1987
94666351,K,61,1994
88196092,E,16,1980
95164485,K,6,1990
98196990,E,47,1991
99689741,E,34,1989
92973943,E,35,1988
65873755,E,61,1973
94469365,K,,1994
94422810,K,48,1976
98883281,K,74,1999
99073680,E,3,1985
94502767,K,,1997
51294297,E,41,1965
101835686,E,15,1995
42460042,E,3,1980
100152475,E,6,1964
92936238,E,,1990
21518973,E,34,1976
92290140,E,6,1985
94767495,K,,2000
98595530,E,33,1970
98770248,K,9,1978
98703322,K,33,1984
99816701,E,34,1970
96204494,K,35,1962
94484659,K,,2000
95983711,E,45,1991
97372218,K,,1993
92054389,K,16,1985
100730280,K,27,1999
5661450,E,7,1968
24640285,E,34,1970
84975920,E,,1983
97368996,K,34,1993
